,month,prop_mental_illness
0,2015-01,22.88135593220339
1,2015-02,14.529914529914532
2,2015-03,30.666666666666664
3,2015-04,23.021582733812952
4,2015-05,31.746031746031743
5,2015-06,29.126213592233007
6,2015-07,19.078947368421055
7,2015-08,18.38235294117647
8,2015-09,20.76923076923077
9,2015-10,11.811023622047244
10,2015-11,13.513513513513514
11,2015-12,18.75
